id,Timestamp,Category,Money,Description,Details
800186627,2022-08-09T00:08:37.131373+00:00,interest,-25,Bond interest payment,"{""bond value"": ""$5000"", ""interest"": ""0.5%"", ""owner"": ""HY Market Co.""}"
800186620,2022-08-09T00:08:37.108582+00:00,interest,-50,Bond interest payment,"{""bond value"": ""$10000"", ""interest"": ""0.5%"", ""owner"": ""XTechi""}"
800186604,2022-08-09T00:08:37.035566+00:00,interest,50,Bond yield,"{""bond value"": ""$10000"", ""interest"": ""0.5%"", ""issuer"": ""HY Market Co.""}"
800175884,2022-08-09T00:08:07.233325+00:00,interest,-1100,Bond interest payment,"{""bond value"": ""$220000"", ""interest"": ""0.5%"", ""owner"": ""Gohard Enterprise""}"
800175850,2022-08-09T00:08:07.135081+00:00,interest,-250,Bond interest payment,"{""bond value"": ""$50000"", ""interest"": ""0.5%"", ""owner"": ""E.Empires""}"
800162701,2022-08-09T00:07:23.186306+00:00,interest,-1025,Bond interest payment,"{""bond value"": ""$205000"", ""interest"": ""0.5%"", ""owner"": ""BAM Sim Company""}"
800159796,2022-08-09T00:07:14.068929+00:00,interest,-275,Bond interest payment,"{""bond value"": ""$55000"", ""interest"": ""0.5%"", ""owner"": ""Aewenion Arch""}"
800159790,2022-08-09T00:07:14.047457+00:00,interest,-250,Bond interest payment,"{""bond value"": ""$50000"", ""interest"": ""0.5%"", ""owner"": ""KAKAMIMI""}"
800156620,2022-08-09T00:07:03.498682+00:00,interest,-2575,Bond interest payment,"{""bond value"": ""$515000"", ""interest"": ""0.5%"", ""owner"": ""Husar Sky and Space""}"
800132125,2022-08-09T00:05:29.526604+00:00,interest,-25,Bond interest payment,"{""bond value"": ""$5000"", ""interest"": ""0.5%"", ""owner"": ""Fazenda Jardim""}"
800130799,2022-08-09T00:05:25.157088+00:00,interest,-500,Bond interest payment,"{""bond value"": ""$100000"", ""interest"": ""0.5%"", ""owner"": ""Hexko""}"
800129987,2022-08-09T00:05:21.917626+00:00,interest,-450,Bond interest payment,"{""bond value"": ""$90000"", ""interest"": ""0.5%"", ""owner"": ""AdiShop SARL.""}"
800127476,2022-08-09T00:05:14.417596+00:00,interest,-450,Bond interest payment,"{""bond value"": ""$90000"", ""interest"": ""0.5%"", ""owner"": ""Heux Inc""}"
800127464,2022-08-09T00:05:14.346428+00:00,interest,-25,Bond interest payment,"{""bond value"": ""$5000"", ""interest"": ""0.5%"", ""owner"": ""Dagny Enterprises""}"
800126935,2022-08-09T00:05:12.530724+00:00,interest,-450,Bond interest payment,"{""bond value"": ""$90000"", ""interest"": ""0.5%"", ""owner"": ""Founders company""}"
799715977,2022-08-08T17:52:19.474668+00:00,contract,-11750,Orange juice contract from Steffen Inc,"{""quantity"": 250, ""quality"": 7, ""price"": ""$47.000""}"
799715787,2022-08-08T17:52:06.930476+00:00,market,-31760,Bought Cocktails on market,"{""amount"": 8, ""price"": ""$3970.00"", ""seller(s)"": ""The Private Equity Boutique""}"
799715570,2022-08-08T17:51:50.334839+00:00,market,-6327,Bought Cheese on market,"{""amount"": 40, ""price"": ""$158.18"", ""seller(s)"": ""MOSOOOO, Juicy Beverage""}"
799715268,2022-08-08T17:51:31.504957+00:00,market,-4100,Bought Butter on market,"{""amount"": 50, ""price"": ""$82.00"", ""seller(s)"": ""MOSOOOO""}"
799714954,2022-08-08T17:51:11.835174+00:00,market,-3140,Bought Milk on market,"{""amount"": 200, ""price"": ""$15.70"", ""seller(s)"": ""Chuck E Cheeses""}"
799714517,2022-08-08T17:50:47.388828+00:00,market,-18690,Bought Apple pie on market,"{""amount"": 40, ""price"": ""$467.25"", ""seller(s)"": ""MOSOOOO, Dutchapple""}"
799713360,2022-08-08T17:49:36.232147+00:00,fees,-642,Market fees selling Electronics research,{}
799713359,2022-08-08T17:49:36.223673+00:00,market,21384,Electronics research market order filled,"{""resource"": ""Electronics research"", ""amount"": 54, ""quality"": 0, ""price"": ""$396.00"", ""buyer"": ""Crystal Sky Fabrication"", ""profit"": 5664}"
799416882,2022-08-08T13:00:00.511136+00:00,sales,-18200,Restaurant wages,{}
799416875,2022-08-08T13:00:00.173421+00:00,sales,51357,Restaurant revenue,"{""COGS"": ""$22718"", ""wages"": ""$18200"", ""occupancy"": ""51.36%"", ""rating"": ""7.55"", ""profit"": ""$10439""}"
799416150,2022-08-08T12:59:13.812701+00:00,sales,-18200,Restaurant wages,{}
799416149,2022-08-08T12:59:13.681041+00:00,sales,79038,Restaurant revenue,"{""COGS"": ""$29399"", ""wages"": ""$18200"", ""occupancy"": ""95.80%"", ""rating"": ""9.47"", ""profit"": ""$31439""}"
799393133,2022-08-08T12:34:48.821797+00:00,market,29520,Electronics research market order filled,"{""resource"": ""Electronics research"", ""amount"": 72, ""quality"": 0, ""price"": ""$410.00"", ""buyer"": ""Barraca UY"", ""profit"": 9679}"
799391807,2022-08-08T12:33:39.309027+00:00,fees,-1944,Market fees selling Electronics research,"{""remaining_fees"": ""$0""}"
799391806,2022-08-08T12:33:39.306767+00:00,market,35260,Electronics research market order partially filled,"{""resource"": ""Electronics research"", ""amount"": 86, ""quality"": 0, ""price"": ""$410.00"", ""buyer"": ""SanlierCompany"", ""profit"": ""$9617"", ""fees"": ""$1944"", ""remaining_fees"": ""$0""}"
799387080,2022-08-08T12:28:24.977962+00:00,production,-15357,Production of Electronics research,"{""amount"": 55, ""price"": ""$279.22"", ""quality"": 0}"
799386816,2022-08-08T12:28:08.429625+00:00,production,-15433,Production of Energy research,"{""amount"": 76, ""price"": ""$203.07"", ""quality"": 0}"
799386760,2022-08-08T12:28:05.239193+00:00,production,-15433,Production of Energy research,"{""amount"": 76, ""price"": ""$203.07"", ""quality"": 0}"
799386705,2022-08-08T12:28:03.376998+00:00,production,-30714,Production of Electronics research,"{""amount"": 110, ""price"": ""$279.22"", ""quality"": 0}"
799386671,2022-08-08T12:28:01.377781+00:00,production,-30714,Production of Electronics research,"{""amount"": 110, ""price"": ""$279.22"", ""quality"": 0}"
799386645,2022-08-08T12:27:59.404066+00:00,production,-30714,Production of Electronics research,"{""amount"": 110, ""price"": ""$279.22"", ""quality"": 0}"
799386602,2022-08-08T12:27:56.886391+00:00,production,-30714,Production of Electronics research,"{""amount"": 110, ""price"": ""$279.22"", ""quality"": 0}"
799092804,2022-08-08T06:45:52.095944+00:00,fees,-5790,Market fees selling Electronics research,{}
799092803,2022-08-08T06:45:52.087199+00:00,market,192984,Electronics research market order filled,"{""resource"": ""Electronics research"", ""amount"": 473, ""quality"": 0, ""price"": ""$408.00"", ""buyer"": ""Goldfinger Inc."", ""profit"": 56987}"
799032795,2022-08-08T05:36:28.022876+00:00,contract,-7280,Ginger beer contract from BUDWEISER BEER,"{""quantity"": 104, ""quality"": 9, ""price"": ""$70.000""}"
799031975,2022-08-08T05:35:29.267140+00:00,market,-15880,Bought Cocktails on market,"{""amount"": 4, ""price"": ""$3970.00"", ""seller(s)"": ""The Private Equity Boutique""}"
799031535,2022-08-08T05:34:53.181182+00:00,market,-9372,Bought Cheese on market,"{""amount"": 50, ""price"": ""$187.44"", ""seller(s)"": ""Sir Skipalot, C.M.O.T. Dibbler""}"
799031059,2022-08-08T05:34:18.004925+00:00,market,-41000,Bought Bread on market,"{""amount"": 100, ""price"": ""$410.00"", ""seller(s)"": ""QMark 22""}"
799030255,2022-08-08T05:33:08.464013+00:00,market,-7600,Bought Butter on market,"{""amount"": 100, ""price"": ""$76.00"", ""seller(s)"": ""Under the Radar""}"
799029783,2022-08-08T05:32:29.006719+00:00,market,-5400,Bought Milk on market,"{""amount"": 400, ""price"": ""$13.50"", ""seller(s)"": ""Alikan Industries""}"
799029321,2022-08-08T05:31:56.969061+00:00,market,-41640,Bought Hamburger on market,"{""amount"": 12, ""price"": ""$3470.00"", ""seller(s)"": ""Tasty Burgers""}"
799028657,2022-08-08T05:31:12.325476+00:00,market,-47880,Bought Meat balls on market,"{""amount"": 12, ""price"": ""$3990.00"", ""seller(s)"": ""Simply Good Foods""}"
799028299,2022-08-08T05:30:48.319337+00:00,market,-35640,Bought Lasagna on market,"{""amount"": 12, ""price"": ""$2970.00"", ""seller(s)"": ""Xenobomb""}"
799027648,2022-08-08T05:30:06.997571+00:00,market,-20000,Bought Salad on market,"{""amount"": 20, ""price"": ""$1000.00"", ""seller(s)"": ""SUN RESTAURANT CHAINS""}"
799027149,2022-08-08T05:29:35.273929+00:00,market,-16800,Bought Coffee powder on market,"{""amount"": 240, ""price"": ""$70.00"", ""seller(s)"": ""Coffee Bean Center""}"
799026596,2022-08-08T05:28:55.759952+00:00,market,-15138,Bought Apple cider on market,"{""amount"": 350, ""price"": ""$43.25"", ""seller(s)"": ""NTSIPL""}"
799026052,2022-08-08T05:28:15.912269+00:00,production,-30714,Production of Electronics research,"{""amount"": 110, ""price"": ""$279.22"", ""quality"": 0}"
799026004,2022-08-08T05:28:11.188704+00:00,production,-15357,Production of Electronics research,"{""amount"": 55, ""price"": ""$279.22"", ""quality"": 0}"
799025826,2022-08-08T05:27:57.334703+00:00,production,-15357,Production of Electronics research,"{""amount"": 55, ""price"": ""$279.22"", ""quality"": 0}"
799025761,2022-08-08T05:27:51.471793+00:00,production,-15357,Production of Electronics research,"{""amount"": 55, ""price"": ""$279.22"", ""quality"": 0}"
798950885,2022-08-08T04:03:12.860121+00:00,executive salaries,-20001,Executive salaries,{}
798816692,2022-08-08T01:07:59.721340+00:00,sales,-18200,Restaurant wages,{}
798816691,2022-08-08T01:07:59.681444+00:00,sales,49122,Restaurant revenue,"{""COGS"": ""$32867"", ""wages"": ""$18200"", ""occupancy"": ""49.12%"", ""rating"": ""7.45"", ""profit"": ""$-1945""}"
798815704,2022-08-08T01:06:50.850578+00:00,sales,-18200,Restaurant wages,{}
798815703,2022-08-08T01:06:50.792639+00:00,sales,67042,Restaurant revenue,"{""COGS"": ""$37430"", ""wages"": ""$18200"", ""occupancy"": ""81.26%"", ""rating"": ""9.31"", ""profit"": ""$11412""}"
798757873,2022-08-08T00:19:38.338237+00:00,interest,-100,Bond interest payment,"{""bond value"": ""$20000"", ""interest"": ""0.5%"", ""owner"": ""ELECTRONICS LTDA""}"
798586926,2022-08-08T00:07:51.931394+00:00,interest,-825,Bond interest payment,"{""bond value"": ""$165000"", ""interest"": ""0.5%"", ""owner"": ""SharkzInc.""}"
798586911,2022-08-08T00:07:51.892305+00:00,interest,-357,Bond interest payment,"{""bond value"": ""$70000"", ""interest"": ""0.5%"", ""owner"": ""Rune Store DUS""}"
798586897,2022-08-08T00:07:51.856635+00:00,interest,-255,Bond interest payment,"{""bond value"": ""$50000"", ""interest"": ""0.5%"", ""owner"": ""Green Electricity""}"
798586348,2022-08-08T00:07:50.293255+00:00,interest,-841,Bond interest payment,"{""bond value"": ""$165000"", ""interest"": ""0.5%"", ""owner"": ""Frosch Corb.""}"
798585092,2022-08-08T00:07:46.448832+00:00,interest,-841,Bond interest payment,"{""bond value"": ""$165000"", ""interest"": ""0.5%"", ""owner"": ""SF AEROSPACE INDUSTRY""}"
798585086,2022-08-08T00:07:46.423062+00:00,interest,-790,Bond interest payment,"{""bond value"": ""$155000"", ""interest"": ""0.5%"", ""owner"": ""Deekshi Inc""}"
798585019,2022-08-08T00:07:46.225619+00:00,interest,-841,Bond interest payment,"{""bond value"": ""$165000"", ""interest"": ""0.5%"", ""owner"": ""Norsc Corp""}"
798584700,2022-08-08T00:07:45.286555+00:00,interest,-250,Bond interest payment,"{""bond value"": ""$50000"", ""interest"": ""0.5%"", ""owner"": ""Chiong Liong SBN.BHD.""}"
798584693,2022-08-08T00:07:45.265298+00:00,interest,-25,Bond interest payment,"{""bond value"": ""$5000"", ""interest"": ""0.5%"", ""owner"": ""HY Market Co.""}"
798584683,2022-08-08T00:07:45.235019+00:00,interest,-50,Bond interest payment,"{""bond value"": ""$10000"", ""interest"": ""0.5%"", ""owner"": ""XTechi""}"
798584662,2022-08-08T00:07:45.186074+00:00,interest,50,Bond yield,"{""bond value"": ""$10000"", ""interest"": ""0.5%"", ""issuer"": ""HY Market Co.""}"
798573112,2022-08-08T00:07:10.326086+00:00,interest,-1100,Bond interest payment,"{""bond value"": ""$220000"", ""interest"": ""0.5%"", ""owner"": ""Gohard Enterprise""}"
798573069,2022-08-08T00:07:10.212555+00:00,interest,-250,Bond interest payment,"{""bond value"": ""$50000"", ""interest"": ""0.5%"", ""owner"": ""E.Empires""}"
798563172,2022-08-08T00:06:38.469783+00:00,interest,-1025,Bond interest payment,"{""bond value"": ""$205000"", ""interest"": ""0.5%"", ""owner"": ""BAM Sim Company""}"
798560360,2022-08-08T00:06:29.668190+00:00,interest,-275,Bond interest payment,"{""bond value"": ""$55000"", ""interest"": ""0.5%"", ""owner"": ""Aewenion Arch""}"
798560356,2022-08-08T00:06:29.647298+00:00,interest,-250,Bond interest payment,"{""bond value"": ""$50000"", ""interest"": ""0.5%"", ""owner"": ""KAKAMIMI""}"
798557299,2022-08-08T00:06:19.121490+00:00,interest,-2575,Bond interest payment,"{""bond value"": ""$515000"", ""interest"": ""0.5%"", ""owner"": ""Husar Sky and Space""}"
798536694,2022-08-08T00:05:08.164194+00:00,interest,-25,Bond interest payment,"{""bond value"": ""$5000"", ""interest"": ""0.5%"", ""owner"": ""Fazenda Jardim""}"
798535526,2022-08-08T00:05:03.138380+00:00,interest,-500,Bond interest payment,"{""bond value"": ""$100000"", ""interest"": ""0.5%"", ""owner"": ""Hexko""}"
798534937,2022-08-08T00:05:00.796202+00:00,interest,-450,Bond interest payment,"{""bond value"": ""$90000"", ""interest"": ""0.5%"", ""owner"": ""AdiShop SARL.""}"
798533030,2022-08-08T00:04:55.023158+00:00,interest,-450,Bond interest payment,"{""bond value"": ""$90000"", ""interest"": ""0.5%"", ""owner"": ""Heux Inc""}"
798533014,2022-08-08T00:04:54.988585+00:00,interest,-25,Bond interest payment,"{""bond value"": ""$5000"", ""interest"": ""0.5%"", ""owner"": ""Dagny Enterprises""}"
798532594,2022-08-08T00:04:53.837300+00:00,interest,-450,Bond interest payment,"{""bond value"": ""$90000"", ""interest"": ""0.5%"", ""owner"": ""Founders company""}"
797834038,2022-08-07T13:06:22.538367+00:00,sales,-18200,Restaurant wages,{}
797834030,2022-08-07T13:06:22.420464+00:00,sales,44926,Restaurant revenue,"{""COGS"": ""$39228"", ""wages"": ""$17911"", ""occupancy"": ""44.93%"", ""rating"": ""7.22"", ""profit"": ""$-12213""}"
797832171,2022-08-07T13:04:19.967257+00:00,sales,-18200,Restaurant wages,{}
797832170,2022-08-07T13:04:19.797355+00:00,sales,49681,Restaurant revenue,"{""COGS"": ""$42364"", ""wages"": ""$17911"", ""occupancy"": ""60.22%"", ""rating"": ""8.99"", ""profit"": ""$-10594""}"
797815028,2022-08-07T12:45:55.264471+00:00,fees,-1402,Market fees selling Electronics research,{}
797815027,2022-08-07T12:45:55.261453+00:00,market,46728,Electronics research market order filled,"{""resource"": ""Electronics research"", ""amount"": 118, ""quality"": 0, ""price"": ""$396.00"", ""buyer"": ""HCS und Sohn Company"", ""profit"": 12742}"
797796856,2022-08-07T12:25:39.305344+00:00,own bonds,20000,Sales of bonds,"{""amount"": 4, ""buyer"": ""ELECTRONICS LTDA"", ""interest"": ""0.5%""}"
797795333,2022-08-07T12:24:05.369125+00:00,market,-6072,Bought Bricks on market,"{""amount"": 2640, ""price"": ""$2.30"", ""seller(s)"": ""All2Go""}"
797795324,2022-08-07T12:24:05.060773+00:00,market,-33984,Bought Reinforced concrete on market,"{""amount"": 192, ""price"": ""$177.00"", ""seller(s)"": ""Giudi Corp.""}"
797795100,2022-08-07T12:23:53.115045+00:00,market,-6072,Bought Bricks on market,"{""amount"": 2640, ""price"": ""$2.30"", ""seller(s)"": ""All2Go""}"
797795089,2022-08-07T12:23:52.560119+00:00,market,-33984,Bought Reinforced concrete on market,"{""amount"": 192, ""price"": ""$177.00"", ""seller(s)"": ""Giudi Corp.""}"
797794644,2022-08-07T12:23:25.109025+00:00,contract,-237120,Construction units contract from Cazalber Veiculos,"{""quantity"": 96, ""quality"": 0, ""price"": ""$2470.000""}"
797791926,2022-08-07T12:20:33.944297+00:00,production,-15194,Production of Electronics research,"{""amount"": 55, ""price"": ""$276.25"", ""quality"": 0}"
797791856,2022-08-07T12:20:29.555562+00:00,production,-15194,Production of Electronics research,"{""amount"": 55, ""price"": ""$276.25"", ""quality"": 0}"
797791732,2022-08-07T12:20:22.688512+00:00,production,-15194,Production of Electronics research,"{""amount"": 55, ""price"": ""$276.25"", ""quality"": 0}"
797791529,2022-08-07T12:20:07.260742+00:00,market,-123840,Bought Construction units on market,"{""amount"": 48, ""price"": ""$2580.00"", ""seller(s)"": ""RASTORIES""}"
797791516,2022-08-07T12:20:06.832009+00:00,market,-6336,Bought Bricks on market,"{""amount"": 2640, ""price"": ""$2.40"", ""seller(s)"": ""Pegacrest Investments""}"
797791510,2022-08-07T12:20:06.491077+00:00,market,-33984,Bought Reinforced concrete on market,"{""amount"": 192, ""price"": ""$177.00"", ""seller(s)"": ""Giudi Corp.""}"
797790802,2022-08-07T12:19:15.119241+00:00,production,-30226,Production of Electronics research,"{""amount"": 110, ""price"": ""$274.78"", ""quality"": 0}"
797790760,2022-08-07T12:19:11.140681+00:00,production,-30226,Production of Electronics research,"{""amount"": 110, ""price"": ""$274.78"", ""quality"": 0}"
797790704,2022-08-07T12:19:06.946882+00:00,production,-30226,Production of Electronics research,"{""amount"": 110, ""price"": ""$274.78"", ""quality"": 0}"
797790639,2022-08-07T12:19:03.586937+00:00,production,-30226,Production of Electronics research,"{""amount"": 110, ""price"": ""$274.78"", ""quality"": 0}"
797373479,2022-08-07T04:03:01.080310+00:00,executive salaries,-20001,Executive salaries,{}
797253470,2022-08-07T01:13:34.880504+00:00,sales,-17911,Restaurant wages,{}
797253469,2022-08-07T01:13:34.791734+00:00,sales,35972,Restaurant revenue,"{""COGS"": ""$54548"", ""wages"": ""$18489"", ""occupancy"": ""35.97%"", ""rating"": ""6.39"", ""profit"": ""$-37065""}"
797251743,2022-08-07T01:11:04.540407+00:00,sales,-17911,Restaurant wages,{}
797251739,2022-08-07T01:11:04.242700+00:00,sales,47546,Restaurant revenue,"{""COGS"": ""$52550"", ""wages"": ""$18489"", ""occupancy"": ""57.63%"", ""rating"": ""8.33"", ""profit"": ""$-23493""}"
796977002,2022-08-07T00:04:23.039418+00:00,interest,-825,Bond interest payment,"{""bond value"": ""$165000"", ""interest"": ""0.5%"", ""owner"": ""SharkzInc.""}"
